Associated Gene Name	Ensembl Gene ID	CD4 naive	CD4 tcr	CD4 Th1	CD8 tcr	CD8 naive
Dhodh	ENSMUSG00000031730	3287	11905	24504	63282	6548
Ap1g1	ENSMUSG00000031731	25610	34519	91076	69406	30973
Amfr	ENSMUSG00000031751	1198	14362	20325	32832	2214
Cog4	ENSMUSG00000031753	2983	9292	25127	11306	4764
Nudt21	ENSMUSG00000031754	49499	157688	254951	483546	84608
Cenpn	ENSMUSG00000031756	504	1179	4464	745	1608
Cdyl2	ENSMUSG00000031758	2865	12041	16099	14010	6780
Fam192a	ENSMUSG00000031774	2438	101557	169032	189472	65322
Ciapin1	ENSMUSG00000031781	282	44833	91313	105142	14744
Coq9	ENSMUSG00000031782	1614	20589	16981	34355	24037
Polr2c	ENSMUSG00000031783	35668	120241	113985	292559	121291
Katnb1	ENSMUSG00000031787	916	5115	18195	14505	1687
Usb1	ENSMUSG00000031792	3532	7813	10580	22035	1502
Tpm4	ENSMUSG00000031799	29624	418146	2032725	722760	412545
Jak3	ENSMUSG00000031805	3073	12361	47803	39981	5709
Pgls	ENSMUSG00000031807	2217	67603	196882	358194	113969
Mvb12a	ENSMUSG00000031813	4636	4154	4997	21501	6041
Mthfsd	ENSMUSG00000031816	1142	10518	15042	22790	5312
Cox4i1	ENSMUSG00000031818	326562	525419	1143892	1106559	400154
Emc8	ENSMUSG00000031819	2988	91682	293395	328600	47020
Babam1	ENSMUSG00000031820	5317	38611	58579	81343	37490
Gse1	ENSMUSG00000031822	1184	3143	8664	2918	732
Usp10	ENSMUSG00000031826	7410	45283	52148	75484	9650
Cotl1	ENSMUSG00000031827	6971449	6904444	4597525	2934722	8213714
Klhl36	ENSMUSG00000031828	892	511	3718	709	2040
Taf1c	ENSMUSG00000031832	1345	3120	3759	22055	966
Mast3	ENSMUSG00000031833	2454	5857	6460	7489	4897
Pik3r2	ENSMUSG00000031834	754	1660	3926	712	299
Ifi30	ENSMUSG00000031838	2465	1469	17342	18085	540
Rab3a	ENSMUSG00000031840	656	349	5444	2076	513
Mphosph6	ENSMUSG00000031843	10533	21876	37397	112380	16212
Lsm4	ENSMUSG00000031848	134796	28426	651434	225364	106613
Ntpcr	ENSMUSG00000031851	18019	36951	92134	170352	38457
Mau2	ENSMUSG00000031858	8881	9233	19347	54864	11478
Atp13a1	ENSMUSG00000031862	15510	15065	85356	93084	25890
Ints10	ENSMUSG00000031864	7063	7131	25197	34932	6894
Dctn1	ENSMUSG00000031865	36464	74395	194041	121776	145607
Nae1	ENSMUSG00000031878	39864	81209	77599	139040	49793
Rrad	ENSMUSG00000031880	5671	11383	39528	22315	5321
Cbfb	ENSMUSG00000031885	158168	423056	935234	704815	608654
Tradd	ENSMUSG00000031887	41092	70878	336211	278457	41424
D230025D16Rik	ENSMUSG00000031889	1835	1956	1604	1601	1752
Psmb10	ENSMUSG00000031897	110680	151834	841639	295206	281042
Nfatc3	ENSMUSG00000031902	1604	1741	4732	7218	2930
Pla2g15	ENSMUSG00000031903	1357	2098	2677	14373	2796
Slc7a6	ENSMUSG00000031904	685	4855	5129	14229	1266
Vps4a	ENSMUSG00000031913	9495	17124	20728	41576	14061
Cog8	ENSMUSG00000031916	3853	5491	20686	10067	5261
Nip7	ENSMUSG00000031917	32057	269682	224210	1847910	36257
Mtmr2	ENSMUSG00000031918	2809	3079	4136	10061	4493
Terf2	ENSMUSG00000031921	12254	6963	22265	10790	16157
Cep57	ENSMUSG00000031922	16021	16644	17416	23482	15758
Cyb5b	ENSMUSG00000031924	10643	29866	698975	368612	37216
Mre11a	ENSMUSG00000031928	15915	24075	65862	57542	13726
Wwp2	ENSMUSG00000031930	401	1207	2411	4600	1313
Med17	ENSMUSG00000031935	7698	9395	14966	31831	9531
Taf1d	ENSMUSG00000031939	758	2730	802	6610	276
Kars	ENSMUSG00000031948	111427	634266	606501	1154165	175281
Adat1	ENSMUSG00000031949	3994	5218	3422	12381	5041
Gabarapl2	ENSMUSG00000031950	6763	128270	91111	156896	16592
Cfdp1	ENSMUSG00000031954	33306	223212	116654	325866	69172
Wdr59	ENSMUSG00000031959	1119	2044	3789	16168	1610
Aars	ENSMUSG00000031960	33963	245647	371152	472477	47893
Afg3l1	ENSMUSG00000031967	1277	7727	18345	39093	1598
Acad8	ENSMUSG00000031969	14427	10260	21486	28478	16941
Urb2	ENSMUSG00000031976	5403	9332	21168	50886	6242
Cog2	ENSMUSG00000031979	4959	8430	35885	29081	6615
Arv1	ENSMUSG00000031982	91	315	614	914	132
2810004N23Rik	ENSMUSG00000031984	14747	86097	23338	116476	21229
Gnpat	ENSMUSG00000031985	7587	11282	27953	22816	6586
Egln1	ENSMUSG00000031987	3111	15824	22025	9245	3175
Vps26b	ENSMUSG00000031988	38128	92802	201308	114360	124680
Snx19	ENSMUSG00000031993	232	806	1873	2914	693
Dcun1d5	ENSMUSG00000032002	10401	24774	35529	81907	7392
Sesn3	ENSMUSG00000032009	1945	1045	4440	2343	981
Thy1	ENSMUSG00000032011	876330	1053888	5551324	6928509	1776964
Ubash3b	ENSMUSG00000032020	8014	5755	4990	24364	6462
Rexo2	ENSMUSG00000032026	59822	43191	165224	183412	72256
Cul5	ENSMUSG00000032030	26673	43186	39693	79535	30715
Ets1	ENSMUSG00000032035	14556	12083	54106	63219	30552
Dcps	ENSMUSG00000032040	191788	143965	248569	576154	256729
Srpr	ENSMUSG00000032042	17801	119274	134113	184366	29724
